aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
1.1443420842008365,18.203608985193252,0.10610013296953677,2.0816615347769294,0.03817147310413627,7.500814667696499,0.37209963449520894,0.3819294403068704,1.4191761054045777,0.5689715897329174,0.24570645301336336,0.10352522064048292,7.348077179745424,1.0237385197022413,0.0038336281841750003,22.002020888199358,2.1798912306689715,0.053100998183028325,0.23175207635796127,0.057774391837957316,1.0
2.9278916457888817,18.97593434039158,0.3093951191135407,0.027042769364803654,0.061299681293311106,3.3370135556026064,0.4310982627681913,0.1403366094886308,0.7674126861207404,0.8904228947322723,0.21119360409390756,0.09308168088293323,7.696510188609,0.9619846657992285,0.003889347599435602,32.97593947681391,1.889364590374771,0.04478959087934148,0.21172765668144586,0.06311063590560875,1.0
3.535442712636898,23.767087863058634,0.1072154397577285,2.7042092470958883,0.010375466703187394,5.262890735068232,0.5335941425915844,0.5209970129454953,0.3824358208770494,0.28079962341242504,0.2993789854961413,0.16771706286970434,11.010022612806477,0.7471020444794881,0.003287688118660856,24.20756183878281,6.410912489380236,0.07931719919333179,0.23014735511098455,0.023950226202697746,1.0
0.4407201189139831,30.93650400411002,0.31839602108797427,2.9101488903758073,0.0009856995347957212,4.480985921651188,0.15149906576457114,0.13786278108770467,0.21404369931835043,0.17300390515186215,0.009098201331452671,0.07732660544895066,14.035948688263778,1.676043339340449,0.0021961820937938326,4.572464192400798,1.8241971947761035,0.04040205995442706,0.003660507835334531,0.03449333791237887,1.0
3.1860207516629098,26.39842599450825,0.12250034799244235,0.125889942332722,0.005764131124109338,3.0861599360659833,0.7092145993607297,1.0394979130393645,0.3605260658581395,0.3760497668131959,0.3605427742334761,0.06540927643970353,9.165686671783506,1.7066110813338362,0.0041911958060501684,12.73312091454833,0.010052558033175618,0.059189439481694944,0.21191121084320497,0.0943930593315586,1.0
0.5651713716313422,23.157844467307065,0.257823872443771,0.8393701572660646,0.03368889244327129,3.611492629906322,0.5483258975923603,1.2636533485473813,0.28048779993661216,0.13335110088164964,0.11268605971098332,0.031615733995409,15.821230805643822,1.2184750384967316,0.005980752059428892,27.25251032452337,0.409772478383446,0.07364777986350568,0.18351105987488422,0.06854240624997442,1.0
0.09929697330881604,28.761050284227917,0.2034788231912038,0.7699134671122272,0.011858691551652444,5.696338028508136,0.5572567460330634,1.0855394755179817,1.4312208605903005,0.22568991540860467,0.016926072728797148,0.16417138715401408,10.242129044856988,1.8866572210780548,0.005771386820095591,21.44934048009365,2.7099956441430426,0.030464417980570306,0.23273443701846205,0.015365165822040665,1.0
1.7994977664869911,10.393013188940158,0.029936713622066527,2.7533563464203965,0.010084190457149228,1.7698130808691115,0.6455160210928914,0.721420085052624,0.8761583430348778,0.34539797518794074,0.15810384740533723,0.12685049588800515,2.500574463026634,0.7820688394280725,0.0037080549237265273,1.2173090146595769,4.805992545333984,0.004617269312238284,0.31690447005636646,0.06900911929251038,1.0
1.9199941916641472,0.2960451660775014,0.06954400948868057,3.2578054455788608,0.00908765321679903,3.0479869269923636,0.38814445477514087,0.4398625129574341,0.9071702444668168,0.33680513091261,0.13883234420409374,0.017755680924680814,6.9745450082092235,1.9668377824578065,0.005626907737771701,42.39538318386396,2.1524238982390997,0.05501560690538321,0.042036853780798966,0.025442925356324003,1.0
2.5438313280305547,2.753321411322947,0.11583652505727067,1.6339444928802178,0.0893467911078439,6.485739982190977,0.4618732963089428,1.2554872432467583,1.2746607780562411,0.2552225011252817,0.4349945998708692,0.0919850657171748,10.833850151748454,0.3157667633285286,0.009436393605644355,28.215761111079637,5.505341749808764,0.0634218843330947,0.06442958059544225,0.025293669323735,1.0
3.376247906701121,4.770088097651152,0.09875058044459407,0.1978736659121847,0.040783815513132184,3.4378011664923305,0.546872773715054,0.28128439787391857,1.6648409157765456,0.33624606295212744,0.1070497068259606,0.20080528590938604,2.487894316211598,1.1243893479217972,0.0018207536528731787,5.653794191891766,4.173873775332987,0.026514840250727277,0.03940285314852221,0.03413700939365134,1.0
2.195008413079529,14.362539753123194,0.19658610778259575,1.9204701308577081,0.010846487181105993,2.3090465538775122,0.10126747605861453,2.1356230314951863,1.4644701814110634,0.23826356118923547,0.35266439209277567,0.09937604148500653,10.582778066904508,2.0638720667628245,0.01004558467898002,23.78580375293572,5.4426550317185525,0.08268847876332999,0.3662802133056813,0.03018592589143012,1.0
2.6334678464314347,18.620921252390424,0.008055554750661331,0.9251924677874505,0.01747859455424161,4.589723677706399,0.5343468830785295,0.07540061740117543,1.3475673859525363,0.44985949374807677,0.20172731261317983,0.12892929073093937,14.030530180311176,0.6530597220261306,0.00021115640590162275,19.36482628954485,5.878480544909706,0.03561390569176856,0.3019969890958025,0.03518858565129924,1.0
2.360764919875399,13.61312028362725,0.23990449900227934,1.889066359234645,0.05285695280987528,2.7235351640358743,0.1739729166655161,0.07005208295329945,0.8557836429938582,0.29714920779468607,0.011521648979534727,0.047262919735501674,4.909827232708913,1.109375882972264,0.007232406010561467,26.961068374009734,0.9311616133757132,0.1347441919625835,0.12165220832386371,0.019421581955378242,1.0
2.8745905016888815,8.158623211107136,0.3100485924248644,1.014704293018088,0.021000957466404548,0.22525359287467772,0.3893438350590978,0.10648492004496901,0.20386712654068107,0.21364236098098977,0.31050511056853075,0.04849560708515769,15.181795136418547,0.5140255366192549,0.005986942279966983,36.668909116627155,0.8852260918174939,0.015006368426547768,0.1802523472673173,0.03343638484342061,1.0
0.298422514996213,21.283204884394156,0.1017551742730694,3.0963774746519555,0.023078902972486732,4.387686884451214,0.3247380310695292,0.7499073503609747,0.8525769850413116,0.16448892819766048,0.30734245528926174,0.2737899210968045,12.017200032826306,0.9897457151369415,0.007132970800912257,33.24602625760202,6.891399883076529,0.035971182378996686,0.239953970855697,0.05203084727496724,1.0
4.130746832532677,22.81614162660539,0.21686881434886274,4.995389991503503,0.03526259894409069,5.656700895617167,0.16028087291797014,0.8864913933738044,0.09483030662173952,0.15443992523662078,1.1327268395025598,0.17652309503301705,13.44828474155084,0.4170009685622833,0.007287052096006247,25.366173133820787,1.0407568232287674,0.009533141964551128,0.3605617964355061,0.0505420434823767,1.0
5.114277172410262,12.039951123911324,0.0887175611944334,1.3569236761152614,0.04498474632577462,5.058196113335908,0.8273401656695683,0.8290657256718043,0.745147878564303,0.14923361310328231,0.3055689498424749,0.12368079520369901,7.6179058587650355,1.1226779921094954,0.008040091664476445,42.291012470982345,2.989547870662154,0.05179788854402054,0.24715184209532373,0.024718459363710643,1.0
0.9238036138709956,4.209623486078874,0.19593309414717447,2.8949980476376527,0.011136958317027391,5.32668736661673,0.21853856805153005,0.1634377195638046,0.19308760725667795,0.27967567062471743,0.5649263833163386,0.09591065274957827,11.835116896600343,1.8868444979680645,0.0020822121768593015,10.205328099173187,0.25379661690954824,0.039698767469162566,0.3489100173878256,0.03407712167802915,1.0
2.514135107389988,14.278899302125005,0.058241164223463995,0.4026046089547102,0.02294600355772362,6.128303335418267,0.13246092751962768,1.3429188049367111,0.9164043023762788,0.2641087254724333,0.1407531218198239,0.0781303838918078,3.1000461122830885,1.3287541151395255,1.4247531003548641e-05,7.164250471003076,5.032743075151211,0.043863229804321266,0.12864020869196754,0.007266812762832808,1.0
1.6320291588574325,7.493738049005764,0.231930814556003,1.5656630924400994,0.003110825225512764,2.4974714067013757,0.45066188142112196,0.12751268364711266,0.8414802677366843,0.4109954448000166,0.31484438540767046,0.046600204600183354,5.9631851001653455,1.638884246980762,0.001626523814420723,6.008850940692504,4.189881774641338,0.05259316153621354,0.43793154885464136,0.028602715603306912,1.0
2.5392241640723845,1.4926084172319438,0.0051780827531679174,1.7039036247637391,0.06470677263525453,4.543690551681033,0.3936698957781158,0.931188384165675,1.4561007211343278,0.38764090209814317,0.6220942096474864,0.17857959113022473,11.61539210800225,2.0108457396242274,0.00757048373624995,21.8725222799053,5.5438813672230705,0.01115736253857836,0.17275854025582113,0.05397803404420333,1.0
1.9441726298816255,15.659622342306013,0.14835412453346375,4.276036181753769,0.005233341026566163,1.0352680868424562,0.8894269039842783,1.685398705121024,0.3682723326761437,0.14458010888717132,0.2552732884932915,0.08700313323789916,13.83796914526348,1.4475122624958785,0.006255287241048017,3.964908590949829,4.229820262225685,0.10364068530962009,0.3748790147424802,0.015796518203410482,1.0
2.3969638930174764,14.917242165299593,0.07132116754528185,1.8730087089365104,0.0072263144148727,6.729741595646749,0.017752941443629267,0.32327656775961033,0.04362633275273986,0.26625905587257354,0.11704485684934583,0.07132940789491006,5.288542213883179,1.4887861622984329,0.001849933014927723,24.918985653910145,3.142023363518288,0.09724389599828849,0.19479267738979078,0.02812675377626884,1.0
0.9460114552080138,20.878300256701515,0.20469569149696254,3.0154447448353325,0.0022768664836574307,3.555919441640727,0.3506787508760226,0.48228941385862756,0.3623958021445918,0.21099423099929202,0.37654670341877644,0.09572671808563138,4.733100546971991,1.573701191765665,0.0057860471836610125,48.18938288946835,4.935615785845954,0.02732042515345118,0.1517979110980981,0.06119423229162312,1.0
1.715735166280293,14.106517849423039,0.018390762561050655,1.5220961506579658,0.024524308992383004,0.944782686266695,0.5245790670704195,1.227816830955412,0.44542549112693625,0.4987430569857343,0.1901446300813111,0.08069587284608311,9.598265007276188,1.2526839853753122,0.005679105753719368,5.362425823476219,4.017959719257782,0.04442336835167568,0.28738503634226,0.031935546479338335,1.0
1.4501138068059274,12.866574218029273,0.06387240677717353,2.348923857402426,0.015884316649405834,3.1541659158693442,0.5363723579247329,0.8452807633923348,0.4684971930901841,0.06507016098550986,0.6702419842027811,0.01862767881859466,9.010007029140562,1.461343763413978,0.0035455377001312027,33.36894163031418,6.897137774421882,0.037990472970443535,0.039332700607091264,0.04219353404016024,1.0
4.502280611805533,25.507990945518145,0.053072444370366324,0.9607047544355707,0.047372005777106305,0.39165339488489925,0.28121415255256993,0.9696727996230105,0.7156494643987866,0.11927155135008424,0.04225376016595281,0.19441183636953663,5.621699460597325,1.6451480015749067,0.004063831061905023,47.74530610508501,2.9244942058548906,0.10500625828149851,0.06873915444785687,0.07971780562597126,1.0
0.3079895467276572,13.243921408423494,0.33327413816212653,1.8930895841286337,0.0016782246349278176,3.9815702292168544,0.4521586374787451,0.6345203395076822,0.5112658581679741,0.08374733022752714,0.3136662933829699,0.15431311769460898,5.253583186884102,1.4202080976167941,0.001455388859896644,18.41735770048413,0.07591026045965688,0.08588770475088481,0.1824140003774618,0.05889563589592388,1.0
1.8509162273406605,30.29913963907312,0.20255347519805866,1.1334271740449275,0.008599356448543042,3.947318501692977,0.18438496720599773,0.9028216391125794,1.2658255770982603,0.22166799212324179,0.8164729421547905,0.10572718268826727,10.291945337420987,0.9898438258184343,0.009123156392936437,23.462637512513734,3.6570749227640893,0.04559451704472975,0.04260721836450143,0.017237897876244065,1.0
0.498174379079084,28.497803683235922,0.21267150511902938,0.6456797349881671,0.054835128906882094,2.5083362881594247,0.5012019949007391,0.3692834858768954,0.6030081338827247,0.27569987797176365,0.16633897915495316,0.030813194163736846,7.263842998045864,1.0075642351164347,0.002846845131154637,34.85884953958137,5.564761040112716,0.037053280830718745,0.09771317784489102,0.03792581113200242,1.0
2.4144074799320876,9.80521401148488,0.09477492554352458,1.2712599243246094,0.0642270573852501,6.866996994843183,0.24356631889622632,0.22051475578046553,0.1481427503407684,0.38190972685815006,0.256070784731455,0.060583506982345325,10.576473189258758,1.2113492178040095,0.00025867565095472316,34.82884070063006,3.0368183795749206,0.0018283466271817664,0.022384014161303756,0.0029059156519685714,1.0
2.8670639625227583,18.53105993237071,0.572215727901939,3.022734827241236,0.02805994735044228,1.8437645080438125,0.17875199003308584,0.6084177116806928,0.6383461727607364,0.4363792489925822,0.35749449985164483,0.10627209644531324,11.432566234128524,0.9916978634460671,0.005549079644649603,7.490726373492281,4.61851747297897,0.061380766989418016,0.03223272472892719,0.005559604769179126,1.0
4.400416674920107,20.02869263320874,0.04513096493432808,3.153160971943125,0.0005828275697981507,5.0417424161421405,0.5317698856890964,1.1649343726805956,0.8566025411428402,0.3177511465142843,0.06908287577589955,0.06341780325385726,1.3655248493114351,1.8087690673928438,0.0037844526859364897,10.026679119183392,5.656533756971426,0.018491961375413722,0.022954713717646125,0.08487265387503468,1.0
0.3970493124282177,4.46432465277068,0.1331547787134827,2.6139381203813574,0.007354347293121309,3.4498021211171537,1.0877906243299469,0.0005525852049611535,0.7189490399024562,0.13924288946299526,0.035495266113628576,0.13737296853341466,14.660841889605774,1.5111609406794508,0.00240983806548311,11.351482806380448,4.938901965601634,0.018201640905804235,0.06645776489792916,0.05790901860464209,1.0
1.6684287065312873,24.670285409215595,0.05553679453902431,3.7639410795698405,0.067150773355318,8.527811982438553,0.5652432451887981,1.1536906859591949,0.4113153950144065,0.3206164886790324,0.021598542837205165,0.1484389195450621,10.142169360713126,0.900311679926447,0.0035312638423173484,16.02320373311377,5.104476687863677,0.06724046657388276,0.20584583782406832,0.021395389073088387,1.0
0.224288412027547,0.3694002597845163,0.43710794896158295,3.837902956539676,0.03274033451929339,4.47941918682562,0.2672811507070916,0.08044415808847538,0.4828241130806758,0.5343832149023273,0.5538321100228134,0.1614464975475131,12.532260875763113,1.7058651536911402,0.005827383620383443,38.09563644216209,2.651675294486554,0.0786408554159731,0.014908432114122017,0.014721508332966728,1.0
1.2448495473355052,14.64115511123211,0.04452643531001592,2.1328020461022676,0.029360926706336353,2.006398190668525,0.5562389126516909,0.9311415715837194,1.0549844688410186,0.035658895965420545,0.1776487063806583,0.005537303714934494,5.595539860827765,1.5671120166125745,0.004958713951256262,10.98318987561151,4.440252206648874,0.0005365850541549227,0.4755559110447709,0.06549117068991887,1.0
0.7838887408806261,5.493961415870558,0.4546452037987163,2.973738613501388,0.0017323390678825757,6.221483054716882,0.28011028779518354,1.8905164584584537,1.2048334686075268,0.05742161524707384,0.3401508769265403,0.06992169868835299,6.416612478621486,0.8453839921971069,0.0055062791321016,42.03284316193262,4.489497873564247,0.04318991855781168,0.06430164400890631,0.024076080851929353,1.0
